,site_id,species,cover,fire,sev,fire_yr,tsf,tsf_cat,tree_cov,shrub_cov,herb_cov,bare_cov,slope,aspect,mo,day,yr,dist_to_edge,notes,lat,lon,elev
20,38,LOHI,0.5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
21,38,CHUM,0.5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
22,38,MARA,0.5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
23,38,PTAQ,0.5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
24,38,WHMO,1,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
25,38,PRHO,1,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
264,30,POIM,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
265,30,COHE,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
266,30,VILO,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
267,30,LOHI,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
268,30,IRTE,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
269,30,WHMO,5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
270,30,POCO,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
271,30,ANMAD,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
272,30,APAN,0.5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
349,27,ANMAD,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
350,27,LOHI,2,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
351,27,ARDI,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
352,27,FECA,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
353,27,POCO,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
354,27,ROGY,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
355,27,POIM,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
356,27,IRTE,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
357,27,GABO,0.5,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
503,33,FECA,20,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
504,33,LOHI,5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
505,33,CLPU,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
506,33,ANMAD,1,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
507,33,HIAL,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
508,33,COHE,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
509,33,ADBI,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
510,33,POIM,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
511,33,FEOC,2,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
512,33,ALXX,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
513,33,PLEL,0.5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
555,32,ANMAD,2,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
556,32,FEOC,0.5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
557,32,OSBE,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
558,32,ADBI,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
559,32,LOHI,25,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
560,32,VAHE,5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
561,32,HIAL,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
562,32,POIM,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
563,32,FECA,0.5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
564,32,TRLA,0.5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
646,32,QUCH,50,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
647,32,PILA,0.5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
648,32,PSME,50,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
649,32,COCO,2,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
650,32,NODE,30,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
651,32,CONU,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
652,32,ACMA,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
653,32,TODI,10,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
654,32,ARME,5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
655,32,OECE,0.5,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
656,32,QUKE,1,unburnt,u,u,u,4,85,60,70,30,35,265,6,12,2018,100,,41.24497402,-123.325811,571
683,33,PSME,80,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
684,33,QUKE,25,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
685,33,QUCH,10,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
686,33,NODE,5,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
687,33,ARME,15,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
688,33,PILA,8,unburnt,u,u,u,4,90,30,65,35,28,330,6,14,2018,100,,41.244612,-123.319813,673
776,27,PSME,70,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
777,27,QUCH,60,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
778,27,ARME,15,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
779,27,UMCA,1,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
780,27,TODI,10,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
781,27,ARVI,2,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
782,27,QUKE,0,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
783,27,NODE,2,unburnt,u,u,u,4,90,50,10,20,30,260,6,22,2018,200,,41.38877696,-123.485629,439
829,30,QUCH,20,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
830,30,PSME,50,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
831,30,COCO,20,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
832,30,NODE,50,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
833,30,QUKE,20,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
834,30,UMCA,5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
835,30,ARME,5,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
836,30,TODI,3,unburnt,u,u,u,4,70,40,10,40,25,100,6,24,2018,70,,41.39065803,-123.478017,419
1086,38,NODE,65,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1087,38,TODI,5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1088,38,PSME,85,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1089,38,PIPO,5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1090,38,ARME,5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1091,38,PILA,10,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1092,38,ROGY,0.5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1093,38,SYMO,5,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1094,38,QUKE,1,unburnt,u,u,u,4,95,20,5,75,30,145,7,8,2018,500,,41.54229596,-123.507985,604
1095,37,NODE,90,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1096,37,ARME,7,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1097,37,PSME,25,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1098,37,CONU,10,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1099,37,TODI,7,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1100,37,ACMA,5,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1101,37,ALRH,0,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
1102,37,MANE,0.5,unburnt,u,u,u,4,65,40,5,35,20,250,7,8,2018,500,,41.53920396,-123.519883,421
