sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus irregularis	9	0	0	0	0	0	0	0	0	0	108	7	9	1	0	3	0	132
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Septoglomus;Septoglomus fuscum	0	0	193	1	4	5	6	15	205	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Glomeromycota;Glomeromycetes;Glomerales;NA;;	0	1	7	0	0	1	9	0	6	0	0	1	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	14
Eukaryota;Fungi;Zygomycota;NA;Endogonales;Endogonaceae;Jimgerdemannia;Jimgerdemannia lactiflua	0	0	0	0	0	0	0	0	12	0	3	0	0	1	0	35	6	0
Eukaryota;Fungi;Zygomycota;NA;Endogonales;NA;Calcarisporiella;Calcarisporiella sp. NBRC 105922	0	0	178	2	0	0	0	0	5	0	0	0	1	0	0	3	0	0
Eukaryota;Fungi;Zygomycota;NA;Endogonales;NA;Calcarisporiella;Calcarisporiella thermophila	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mortierellales;Mortierellaceae;Dissophora;Dissophora decumbens	0	0	61	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mortierellales;Mortierellaceae;Mortierella;	63	0	0	0	11	0	0	0	0	48	9	28	5	99	24	12	29	39
Eukaryota;Fungi;Zygomycota;NA;Mortierellales;Mortierellaceae;Mortierella;Mortierella calciphila	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mortierellales;Mortierellaceae;Mortierella;Mortierella chlamydospora	1	0	0	0	0	0	0	0	4	2	0	0	1	1	0	5	0	0
Eukaryota;Fungi;Zygomycota;NA;Mortierellales;Mortierellaceae;Mortierella;Mortierella verticillata	20	4	52	10	27	34	83	79	2028	0	1	181	0	5	0	1	0	0
Eukaryota;Fungi;Zygomycota;NA;Mortierellales;Mortierellaceae;NA;	9	0	0	0	0	0	0	0	13	51	14	1	3	0	4	78	11	9
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Cunninghamellaceae;Absidia;Absidia glauca	0	0	0	0	0	0	0	2	24	0	0	1	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Cunninghamellaceae;Absidia;Absidia repens	0	0	5	11	0	32	0	2	0	0	0	87	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Cunninghamellaceae;Cunninghamella;	0	0	24	3	0	0	10	28	65	0	6	535	0	0	0	0	0	1
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Cunninghamellaceae;Cunninghamella;Cunninghamella sp. UES Ag2b	0	0	0	0	0	0	1	23	0	0	0	15	0	0	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Mucoraceae;Mucor;	25	0	0	0	0	1	0	0	2	6	1	41	11	6	1	24	0	27
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Mucoraceae;NA;	1	0	0	0	0	0	0	0	0	8	6	10	0	1	3	7	1	5
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Mucoraceae;NA;Mucoraceae sp. LM546	0	15	53	6	1	1	0	26	5	0	0	1	0	2	0	0	0	0
Eukaryota;Fungi;Zygomycota;NA;Mucorales;NA;;	0	3	1	1	0	1	9	2	5	0	0	0	0	2	2	17	0	0
NA;NA;NA;NA;;NA;;	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	27	0	0
Eukaryota;Fungi;Zygomycota;NA;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis ramanniana	1	0	0	0	0	0	0	0	0	2	6	19	0	0	3	17	0	2
Eukaryota;Fungi;Zygomycota;NA;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis sp. Mykopat 134	0	0	0	2	182	0	5	0	0	0	0	6	0	23	0	31	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Amoeboaphelidium;Amoeboaphelidium protococcarum	0	0	8	2	0	1	1	0	15	0	0	0	5	0	0	0	0	9
Eukaryota;Protozoa;Amoebozoa;NA;Arcellinida;Cryptodifflugiidae;Cryptodifflugia;	18	0	0	0	66	0	35	0	0	22	6	2	8	57	1	74	10	12
Eukaryota;Protozoa;Amoebozoa;NA;Arcellinida;Hyalospheniidae;NA;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Eukaryota;Plantae;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Cyanidioschyzon;Cyanidioschyzon sp. Y16	2	5	56	5	2	1	0	26	73	1	9	2	0	3	0	0	0	1
Eukaryota;Plantae;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium;Porphyridium aerugineum	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Bigyra;NA;Bicosoecida;Cafeteriaceae;Cafeteria;	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chromista;Bigyra;NA;Bicosoecida;NA;Caecitellus;Caecitellus parvulus	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cavernomonas;	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;	53	0	0	0	0	0	0	0	1	120	41	47	119	59	47	165	55	145
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Eocercomonas;	15	2	11	0	0	0	0	0	0	10	4	8	4	11	3	16	3	1
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;NA;	1	56	225	39	158	47	117	55	246	0	0	1	5	4	0	6	1	9
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Paracercomonas;	0	2	25	7	23	3	1	8	7	1	0	0	1	1	0	2	0	1
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Heteromitidae;NA;	1	0	115	0	1	0	0	3	3	1	0	0	9	14	3	27	3	12
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;NA;;	12	0	0	0	0	0	0	1	4	20	27	22	17	12	21	32	5	39
Eukaryota;Protozoa;Choanozoa;NA;Choanoflagellida;Acanthoecidae;Acanthoeca;	0	2	28	0	35	1	0	24	19	0	0	0	0	3	0	0	0	0
Eukaryota;Protozoa;Choanozoa;NA;Choanoflagellida;NA;;	2	7	58	7	75	16	9	19	87	5	23	3	4	5	2	9	0	9
Eukaryota;Protozoa;Choanozoa;NA;Choanoflagellida;Salpingoecidae;Monosiga;Monosiga ovata	1	0	0	0	0	0	2	0	0	0	3	0	2	0	0	3	0	2
Eukaryota;Protozoa;Choanozoa;NA;Choanoflagellida;Salpingoecidae;NA;	1	2	13	0	5	0	1	2	9	7	4	4	9	0	0	11	2	1
Eukaryota;Protozoa;Choanozoa;NA;Choanoflagellida;Salpingoecidae;Salpingoeca;	0	0	4	0	0	0	1	0	2	2	1	0	0	0	0	0	0	1
Eukaryota;Protozoa;Choanozoa;NA;Choanoflagellida;Stephanoecidae;Didymoeca;Didymoeca costata	1	0	15	0	18	2	1	1	6	0	2	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;	0	1	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;Ochromonas sp. CCMP2761	3	0	0	0	0	0	0	0	0	3	15	1	1	0	0	7	2	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;Ochromonas tuberculata	1	0	0	0	0	0	0	0	81	0	0	1	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Spumella;	24	0	0	1	2	1	1	8	12	36	5	7	39	8	4	71	6	15
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Spumella;Spumella danica	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chrysocapsaceae;Chrysocapsa;	0	7	20	6	14	7	5	10	91	1	0	0	0	0	0	4	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chrysocapsaceae;Chrysocapsa;Chrysocapsa paludosa	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;NA;;	1	333	1	0	1	0	1	0	0	4	5	0	2	2	0	14	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	6
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis	1	49	35	0	0	0	0	2	17	1	2	0	2	0	0	0	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;Chrysophyceae sp. EK-2010a	5	0	0	0	0	0	0	0	5	2	18	1	3	0	0	0	0	8
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Chrysophyceae sp.	0	0	10	0	0	0	0	1	5	0	0	0	0	0	0	10	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Spumella-like flagellate JBC22	0	0	17	1	1	0	0	1	3	8	28	0	0	0	0	7	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Spumella-like flagellate JBC29	0	0	0	0	0	0	0	0	6	5	0	0	0	0	3	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Spumella-like flagellate JBC/S23	0	0	6	0	2	0	0	0	4	0	1	0	6	0	0	7	1	6
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;Spumella-like flagellate JBM28	2	0	0	0	0	0	0	2	0	8	0	4	4	2	7	4	3	1
Eukaryota;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus sphagni	1	0	1	0	0	0	0	2	2	8	5	1	37	17	1	12	0	34
Eukaryota;Chromista;Ciliophora;Colpodea;Bryometopida;Kreyellidae;Microdiaphanosoma;Microdiaphanosoma arcuatum	12	0	1	3	15	2	0	1	9	5	4	4	0	0	0	0	0	3
Eukaryota;Chromista;Ciliophora;Colpodea;Bursariomorphida;Bursariidae;Bursaria;	7	0	3	17	12	4	1	7	18	1	3	0	9	3	1	11	0	5
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Bresslaua;Bresslaua vorax	7	0	9	2	1	12	0	3	17	1	17	2	20	1	0	22	0	17
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;	6	1	4	4	2	0	0	3	14	12	3	4	15	3	7	2	0	10
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda inflata	0	0	28	4	1	2	0	1	74	2	24	1	14	17	0	3	0	0
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda maupasi	0	1	16	4	0	1	7	4	19	1	0	1	0	0	0	0	0	0
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda steinii	1	0	8	1	0	6	17	2	4	0	10	0	9	4	2	3	0	10
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Exocolpoda;Exocolpoda augustini	0	0	0	1	0	3	0	1	0	5	13	2	25	1	0	2	3	2
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;NA;	2	0	13	1	0	1	0	15	6	17	2	2	72	15	0	51	3	14
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;	25	1	56	1	1	0	0	1	1	51	1	12	19	12	2	11	2	69
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna umbrellata	0	1	10	0	1	0	7	7	21	0	0	0	0	0	0	0	0	2
Eukaryota;Chromista;Ciliophora;Colpodea;Colpodida;NA;;	12	2	19	9	7	8	3	15	43	93	58	12	256	47	12	51	1	156
Eukaryota;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Pseudocyrtolophosis;Pseudocyrtolophosis alpestris	5	0	0	0	0	0	0	0	1	3	1	4	2	0	0	8	0	3
Eukaryota;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;NA;;	3	0	73	13	21	21	6	134	127	4	4	0	5	17	1	27	3	4
Eukaryota;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;Platyophrya vorax	1	0	15	0	2	1	0	5	20	4	1	0	1	2	0	0	1	9
Eukaryota;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;Pseudoplatyophrya nana	10	4	7	4	10	1	0	1	20	7	41	4	18	12	11	56	3	46
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	21	0	49	2	6	2	1	2	2	39	38	29	147	57	21	88	4	170
Eukaryota;Chromista;Ciliophora;Colpodea;Sorogenida;Sorogenidae;Sorogena;Sorogena stoianovitchae	0	3	14	7	1	7	1	14	85	0	0	0	1	0	0	9	0	10
Eukaryota;Chromista;Cercozoa;NA;Cryomonadida;NA;;	0	18	125	18	63	19	16	60	310	1	0	0	1	0	0	13	0	0
Eukaryota;Chromista;Cercozoa;NA;Cryomonadida;Rhogostomidae;NA;	6	0	1	0	0	0	0	0	1	8	0	4	0	0	2	30	5	29
Eukaryota;Chromista;Cercozoa;NA;Cryomonadida;Rhogostomidae;Rhogostoma;	8	0	1	0	0	0	0	0	0	55	16	3	7	7	7	54	2	7
Eukaryota;Plantae;Rhodophyta;Cryptophyta;Cryptomonadales;Goniomonadaceae;Goniomonas;Goniomonas sp. SH-3	1	10	58	4	3	1	0	10	34	11	8	2	1	4	1	1	2	7
Eukaryota;Plantae;Rhodophyta;Cryptophyta;Cryptomonadales;Goniomonadaceae;Goniomonas;Goniomonas sp. SH-8	0	13	80	7	12	4	1	12	42	1	0	1	0	0	0	0	0	1
Eukaryota;Plantae;Rhodophyta;Cryptophyta;Pyrenomonadales;Chroomonadaceae;Chroomonas;Chroomonas vectensis	0	0	11	5	0	1	0	8	31	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Amphidinium;	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Amphidinium;Amphidinium mootonorum	2	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Gymnodiniales;NA;;	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Gymnodiniales;Polykrikaceae;Polykrikos;Polykrikos lebourae	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	15	0	0	0	0	0	0	0	0	9	0	12	11	21	2	17	0	3
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Halostylodinium;Halostylodinium arenarium	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Peridiniales;NA;;	3	1	12	6	1	2	2	5	7	2	0	0	0	0	0	0	1	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Thecadinium;Thecadinium dragescoi	0	0	0	0	0	0	0	2	0	0	2	8	0	15	1	0	1	7
Eukaryota;Chromista;Miozoa;Dinophyceae;Peridiniales;Peridiniaceae;Pentapharsodinium;Pentapharsodinium tyrrhenicum	8	0	0	0	0	0	0	6	0	0	23	1	0	39	0	0	0	0
Eukaryota;Chromista;Miozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Exuviaella;Exuviaella pusilla	3	0	68	1	0	0	2	5	1	5	3	1	4	0	0	7	2	9
Eukaryota;Chromista;Miozoa;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;	0	0	0	0	0	0	15	9	0	0	1	2	2	0	0	0	0	0
NA;NA;NA;NA;Torodiniales;Torodiniaceae;Torodinium;Torodinium robustum	0	2	6	0	2	0	0	0	9	3	1	0	0	0	0	0	0	0
Eukaryota;Protozoa;Choanozoa;NA;Euglyphida;Euglyphidae;Assulina;	2	1	0	1	0	0	0	0	0	9	35	79	0	0	0	7	0	3
Eukaryota;Protozoa;Choanozoa;NA;Euglyphida;Euglyphidae;Euglypha;	22	0	0	0	0	0	0	0	0	103	77	34	50	32	40	128	22	68
Eukaryota;Protozoa;Choanozoa;NA;Euglyphida;Euglyphidae;Euglypha;Euglypha filifera	12	1	8	7	1	25	15	12	0	36	1	4	2	17	1	20	2	4
Eukaryota;Protozoa;Choanozoa;NA;Euglyphida;NA;;	4	192	55	35	19	26	11	78	94	22	6	4	22	21	5	17	6	7
Eukaryota;Protozoa;Choanozoa;NA;Euglyphida;Trinematidae;Trinema;	2	15	67	9	2	0	3	17	50	0	0	6	0	22	0	0	0	0
Eukaryota;Plantae;Glaucophyta;Glaucocystophyceae;Glaucocystales;Glaucocystaceae;Glaucocystis;Glaucocystis nostochinearum	2	13	20	10	8	1	0	4	10	23	8	2	13	10	8	5	2	4
Eukaryota;Chromista;Cercozoa;NA;Glissomonadida;NA;;	14	0	0	0	1	2	107	12	0	21	46	10	187	31	23	116	16	118
Eukaryota;Chromista;Cercozoa;NA;Glissomonadida;NA;Proleptomonas;Proleptomonas faecicola	0	0	13	1	17	0	2	14	11	2	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Cercozoa;NA;Glissomonadida;Sandonidae;Bodomorpha;	4	196	530	8	24	2	0	35	93	4	9	3	47	8	3	27	2	9
Eukaryota;Chromista;Cercozoa;NA;Glissomonadida;Sandonidae;Bodomorpha;Bodomorpha minima	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1
Eukaryota;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Blepharismidae;Blepharisma;	2	5	38	1	11	2	11	1	16	34	8	2	17	6	4	30	3	22
Eukaryota;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Blepharismidae;Blepharisma;Blepharisma elongatum	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	2	0	6
Eukaryota;Chromista;Ciliophora;Heterotrichea;Heterotrichida;NA;Phacodinium;Phacodinium metchnikoffi	0	2	105	17	22	5	1	5	27	0	0	0	31	0	0	0	0	167
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Hyphochytriaceae;Hyphochytrium;Hyphochytrium catenoides	1	0	0	0	0	0	0	7	0	0	14	1	0	1	0	10	0	0
Eukaryota;Protozoa;Choanozoa;Ichthyosporea;Dermocystida;NA;;	0	0	0	0	0	0	0	20	40	0	1	4	1	4	0	0	0	0
Eukaryota;Protozoa;Choanozoa;Ichthyosporea;Dermocystida;NA;Rhinosporidium;Rhinosporidium cygnus	0	4	1	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0
Eukaryota;Protozoa;Choanozoa;Ichthyosporea;Ichthyophonida;NA;Anurofeca;Anurofeca sp. LAH-2003	0	0	4	0	5	0	14	1	9	2	2	1	1	0	0	0	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Capsaspora;Capsaspora owczarzaki	4	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Katablepharidaceae;Hatena;Hatena arenicola	0	0	3	0	0	0	0	0	1	7	1	0	3	0	5	2	8	5
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Katablepharidaceae;Katablepharis;Katablepharis japonica	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Diplophrys;Diplophrys sp. ATCC_50360	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Sorodiplophrys;Sorodiplophrys stercorea	6	0	1	5	3	0	0	5	0	2	0	20	3	0	1	6	2	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Thraustochytriaceae;Aplanochytrium;Aplanochytrium sp. PBS07	0	0	2	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Thraustochytriaceae;Oblongichytrium;	1	5	6	1	1	0	0	0	29	0	0	0	0	0	0	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Leptomyxida;Flabellulidae;Flabellula;Flabellula sp. AK-2016a	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	0	1	24
Eukaryota;Chromista;Ciliophora;Litostomatea;Entodiniomorphida;NA;;	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ciliophora;Litostomatea;Entodiniomorphida;Ophryoscolecidae;NA;	0	0	5	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;Didiniidae;NA;	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	1
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys polynucleata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;NA;;	24	4	0	0	0	0	0	0	7	120	79	55	264	25	52	83	7	185
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;Spathidiidae;NA;	1	0	0	0	0	0	0	0	0	6	0	1	12	0	2	16	1	18
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;Spathidiidae;Spathidium;	2	60	112	29	61	29	24	74	330	0	8	1	0	0	0	15	0	0
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;Spathidiidae;Spathidium;Spathidium papilliferum	6	7	2	0	0	1	0	0	185	8	6	1	7	0	8	25	1	17
Eukaryota;Chromista;Ciliophora;Litostomatea;Haptorida;Spathidiidae;Spathidium;Spathidium securiforme	0	2	5	0	0	0	1	2	11	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Amylovoracidae;Bitricha;Bitricha tasmaniensis	0	2	4	3	12	4	2	6	46	0	0	0	0	2	0	3	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	2	0	0	0	0	0	0	4	0	13	3	1	6	4	4	1	0	23
Eukaryota;Protozoa;Amoebozoa;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;	9	0	0	0	0	0	0	0	0	42	4	7	3	14	14	8	6	11
Eukaryota;Protozoa;Amoebozoa;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;Acanthamoeba lenticulata	1	10	27	5	0	2	2	3	5	0	1	7	0	0	0	1	0	1
Eukaryota;Protozoa;Amoebozoa;NA;Longamoebia;Acanthamoebidae;Luapeleamoeba;Luapeleamoeba arachisporum	0	1	7	20	36	26	8	2	13	0	0	0	6	0	0	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Longamoebia;Acanthamoebidae;NA;	2	0	0	0	3	5	1	0	1	1	0	0	0	1	2	0	0	0
Eukaryota;Protozoa;Amoebozoa;NA;Longamoebia;NA;;	0	0	0	0	0	0	0	1	6	0	0	1	1	0	1	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Apusomonadidae;Apusomonas;Apusomonas proboscidea	1	0	0	0	0	0	0	0	0	3	4	2	25	5	1	10	0	5
Eukaryota;Protozoa;Amoebozoa;NA;Arcellinida;Hyalospheniidae;Cornutheca;Cornutheca ansata	0	0	3	0	0	2	0	1	0	5	0	0	0	0	0	0	0	3
Eukaryota;Chromista;Bigyra;NA;Bicosoecida;Bicosoecidae;Bicosoeca;Bicosoeca petiolata	2	2	16	0	6	4	2	4	13	4	0	0	22	1	0	9	0	6
Eukaryota;Chromista;Bigyra;NA;Bicosoecida;NA;Caecitellus;Caecitellus parvulus	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0
Eukaryota;Chromista;Bigyra;NA;Bicosoecida;NA;Filos;Filos agilis	0	1	6	1	3	0	1	1	4	0	0	0	7	2	2	4	1	10
Eukaryota;Chromista;Bigyra;NA;Bicosoecida;NA;NA;Bicosoecida gen. 2 sp. EK-2010a	0	0	4	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cavernomonas;Cavernomonas mira	0	3	0	0	6	0	0	0	14	0	0	0	6	0	0	0	0	0
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cavernomonas;Cavernomonas stercoris	0	0	0	1	0	3	0	0	5	1	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas braziliensis	0	1	1	0	0	0	0	3	0	3	2	3	13	6	2	24	0	17
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas celer	4	0	0	0	0	0	0	1	3	15	9	5	2	9	21	12	8	10
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas directa	3	0	32	5	0	3	0	2	20	2	2	0	0	0	1	0	0	2
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas edax	0	40	0	5	21	4	189	2	27	1	1	0	0	0	0	1	0	0
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas effusa	0	5	0	1	0	0	0	1	1	11	1	0	0	8	0	0	1	10
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas fastiga	1	0	3	0	0	0	0	0	6	1	0	1	16	1	1	9	1	4
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas jendrali	4	0	5	1	0	0	0	1	0	11	1	0	0	6	6	4	4	7
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas plasmodialis	1	2	0	1	1	0	0	3	4	1	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas radiata	0	0	14	0	5	3	2	2	11	0	0	0	0	0	0	0	0	0
