sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Chromista;Ochrophyta;NA;Ectocarpales;NA;;;	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;NA;Ectocarpales;Scytosiphonaceae;Scytosiphon;Scytosiphon lomentaria;	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;NA;Laminariales;Laminariaceae;Postelsia;Postelsia palmaeformis;	0	0	0	0	0	0	0	0	3	0	0	0	37	1	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
Eukaryota;Plantae;Rhodophyta;Florideophyceae;Ceramiales;NA;;;	0	80	6	0	2	0	0	0	1	7	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Rhodophyta;Florideophyceae;Ceramiales;NA;NA;NA;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Bostrychia;Bostrychia montagnei;	0	0	0	5	1	0	0	0	0	5	0	0	0	1	0	0	0	0
Eukaryota;Plantae;Rhodophyta;Florideophyceae;Gigartinales;NA;;;	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Animalia;Rotifera;Bdelloidea;Adinetida;Adinetidae;Adineta;;	0	1	0	8	0	0	0	0	0	12	3	0	37	19	0	0	0	24
Eukaryota;Animalia;Rotifera;Bdelloidea;Adinetida;Adinetidae;Adineta;Adineta vaga;	0	0	0	1	0	0	0	0	1	33	3	0	76	30	0	0	0	60
Eukaryota;Animalia;Rotifera;Bdelloidea;Adinetida;Adinetidae;Adineta;Adineta vaga complex sp. F JFF-2016;	0	56	0	32	9	0	0	0	0	0	0	0	42	0	0	0	0	7
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Philodinidae;Macrotrachela;Macrotrachela habita;	0	63	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	22
NA;NA;NA;NA;NA;Philodinidae;NA;;	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
NA;NA;NA;NA;NA;Philodinidae;NA;NA;	0	3	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Philodinidae;Rotaria;Rotaria rotatoria;	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	2	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	12	0	0	0	0	0	0	0	0	108	26	4	372	8	3	19	1	147
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;Philodinida;Philodinidae;Didymodactylos;Didymodactylos carnosus;	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Philodinidae;Macrotrachela;Macrotrachela quadricornifera;	3	101	91	233	0	0	2	25	5	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Philodinidae;NA;;	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	3	0	19
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Habrotrochidae;Habrotrocha;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Habrotrochidae;Habrotrocha;Habrotrocha lata;	0	0	11	13	9	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Habrotrochidae;NA;;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Philodinidae;Macrotrachela;Macrotrachela quadricornifera;	0	2	0	0	0	0	0	0	1	0	2	0	30	0	0	0	0	24
Eukaryota;Chromista;Ochrophyta;NA;Mischococcales;Botryidiopsidaceae;Botrydiopsis;Botrydiopsis alpina;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium nonalfalfae;	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;NA;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus pannorum;	13	0	3	0	0	0	0	0	0	4	0	1	0	0	0	2	2	0
Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Onygenales;Myxotrichaceae;Myxotrichium;Myxotrichium deflexum;	4	0	0	0	0	0	1	0	0	11	2	0	0	0	0	2	0	5
Eukaryota;Fungi;Leotiomycetes;Ascomycota;NA;Leotiomycetes_family_incertae_sedis;Leohumicola;;	10	0	0	0	0	58	5	0	0	31	4	6	0	0	0	154	16	5
Eukaryota;Fungi;Leotiomycetes;Ascomycota;NA;Leotiomycetes_family_incertae_sedis;Leohumicola;Leohumicola levissima;	6	0	0	14	0	0	0	0	0	4	5	0	0	3	5	94	1	4
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Leohumicola;;	0	0	0	131	8	4	1	12	0	1	0	17	0	0	0	0	1	36
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	1	0	2	29	0	5	0	95	0	0	1	0	0	54	0	0	1	0
NA;NA;NA;NA;NA;NA;;;	15	0	0	19	3	0	0	18	1	6	1	33	0	26	1	1	2	3
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;NA;NA;	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Eukaryota;Fungi;Ascomycota;Leotiomycetes;NA;Pseudeurotiaceae;Pseudogymnoascus;;	0	7	12	37	0	2	16	1	0	0	1	0	0	0	1	2	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaaceae;Acremonium;Acremonium murorum var. felina;	0	1	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaaceae;Monocillium;Monocillium mucidum;	0	0	1	8	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys compactiuscula;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys rosea;	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium cf. heterosporum;	0	0	0	0	0	1	0	0	0	3	2	0	2	18	0	2	0	1
Eukaryota;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;	0	0	3	0	0	0	0	0	0	10	3	0	8	1	1	13	0	0
Eukaryota;Fungi;Ascomycota;NA;NA;Sordariomycetes_family_incertae_sedis;Arthrosporium;Arthrosporium hyalospora;	2	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;Agaricus abruptibulbus;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40	43	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Leucoagaricus;Leucoagaricus wichanskyi;	1	0	0	13	0	0	0	0	0	2097	0	2	0	0	0	3	18	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;NA;;	0	0	231	0	92	0	2	43	0	4	0	0	0	0	0	0	9	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;;	0	0	1	25	611	1	0	0	1	0	0	0	0	0	0	10	2	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita citrina;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita flavoconia;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;;	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;;	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma aff. sericionitidum;	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma aff. Sinuatum;	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;NA;	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;NA;;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	13	110
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;NA;NA;	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	26	63
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Fistulinaceae;Fistulina;Fistulina hepatica;	0	3	0	98	6	8	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe lacmus;	0	101	30	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrophorus;Hygrophorus pudorinus;	0	0	0	0	0	15	0	0	0	0	0	0	7	36	0	1	0	66
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Hebeloma;Hebeloma crustuliniforme;	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	3	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena sp.;	0	0	8	2	0	0	0	0	0	0	20	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus stipticus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;NA;;;	11	0	0	0	0	0	387	0	0	65	16	2	0	46	14	1571	1391	19
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;;	1	0	0	10	0	0	0	0	11	1	0	0	0	0	0	0	0	5
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;NA;;	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;;	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	143	45	122
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus cervinus;	0	0	190	172	15	0	0	21	0	3	3	0	0	0	0	24	14	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus curtisii;	0	0	58	0	21	0	0	0	9	0	0	0	0	0	0	10	9	2
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus pellitus;	0	0	41	0	7	0	0	0	0	7	10	0	0	0	0	36	12	29
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella aff. gracilis;	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota cf. spumosa;	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Clitocybe;;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	1
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Clitocybe;Clitocybe robusta;	0	0	0	4	0	0	0	0	0	0	0	0	0	454	0	0	1	16
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Clitocybe;Clitocybe sp.;	21	0	0	39	1	0	0	0	0	4	0	0	0	19	0	0	2	30
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Collybia;;	0	22	0	1	8	3	1	1	0	0	0	0	0	20	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Collybia;Collybia tuberosa;	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Lepista;Lepista nuda;	6	0	0	0	0	0	0	0	4	0	0	1	0	0	0	42	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;NA;;	0	115	0	4	13	0	0	39	0	0	0	0	0	0	3	0	15	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma aff. flavovirens;	0	39	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholomopsis;Tricholomopsis decora;	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;NA;;;	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;;	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus pictus;	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	1	0	0	1	0	0	0	0	6	27	10	9	0	1	3	54	72	9
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Russulales;Auriscalpiaceae;Lentinellus;Lentinellus cochleatus;	0	23	4	3	19	31	394	106	0	0	0	0	0	3	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Sarcodon;Sarcodon imbricatus;	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	12	60	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;;	0	0	0	0	0	2	56	10	0	0	0	0	0	0	0	0	0	2
Eukaryota;Fungi;Zygomycota;NA;Mucorales;Mucoraceae;Rhizopus;Rhizopus oryzae;	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Eukaryota;Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Harpochytriaceae;Harpochytrium;;	0	0	0	0	0	0	0	0	0	0	4	0	25	3	0	11	0	9
